# z   15.0  15.5  16.0  16.5  17.0  17.5  18.0  18.5  19.0  19.5  20.0  20.5  21.0  21.5  22.0  22.5  23.0  23.5  24.0  24.5  25.0  25.5  26.0  26.5  27.0  27.5  28.0  28.5  29.0  29.5
4.900e-01 1.919e-42 2.615e-29 2.682e-20 3.864e-14 5.924e-10 3.921e-07 2.951e-05 4.936e-04 2.918e-03 8.399e-03 1.470e-02 1.822e-02 1.781e-02 1.476e-02 1.091e-02 7.460e-03 4.828e-03 3.009e-03 1.827e-03 1.089e-03 6.420e-04 3.781e-04 3.559e-04 3.559e-04 3.559e-04 3.559e-04 3.559e-04 3.559e-04 3.559e-04 3.559e-04
5.000e-01 3.602e-44 1.692e-30 4.085e-21 1.064e-14 2.458e-10 2.159e-07 1.977e-05 3.787e-04 2.459e-03 7.552e-03 1.382e-02 1.768e-02 1.765e-02 1.485e-02 1.109e-02 7.637e-03 4.967e-03 3.106e-03 1.890e-03 1.129e-03 6.661e-04 3.926e-04 3.696e-04 3.696e-04 3.696e-04 3.696e-04 3.696e-04 3.696e-04 3.696e-04 3.696e-04
5.100e-01 6.255e-46 1.037e-31 5.993e-22 2.855e-15 1.001e-10 1.174e-07 1.312e-05 2.887e-04 2.062e-03 6.767e-03 1.296e-02 1.712e-02 1.747e-02 1.492e-02 1.126e-02 7.809e-03 5.104e-03 3.203e-03 1.954e-03 1.169e-03 6.906e-04 4.074e-04 3.835e-04 3.835e-04 3.835e-04 3.835e-04 3.835e-04 3.835e-04 3.835e-04 3.835e-04
5.200e-01 1.005e-47 6.025e-33 8.467e-23 7.460e-16 4.002e-11 6.299e-08 8.632e-06 2.186e-04 1.721e-03 6.042e-03 1.213e-02 1.654e-02 1.726e-02 1.497e-02 1.142e-02 7.977e-03 5.241e-03 3.300e-03 2.018e-03 1.210e-03 7.153e-04 4.223e-04 3.976e-04 3.976e-04 3.976e-04 3.976e-04 3.976e-04 3.976e-04 3.976e-04 3.976e-04
5.300e-01 1.494e-49 3.316e-34 1.152e-23 1.899e-16 1.571e-11 3.337e-08 5.626e-06 1.644e-04 1.430e-03 5.376e-03 1.131e-02 1.594e-02 1.702e-02 1.499e-02 1.157e-02 8.141e-03 5.376e-03 3.398e-03 2.083e-03 1.250e-03 7.404e-04 4.375e-04 4.119e-04 4.119e-04 4.119e-04 4.119e-04 4.119e-04 4.119e-04 4.119e-04 4.119e-04
5.400e-01 2.056e-51 1.729e-35 1.510e-24 4.710e-17 6.056e-12 1.745e-08 3.634e-06 1.229e-04 1.182e-03 4.766e-03 1.053e-02 1.534e-02 1.676e-02 1.500e-02 1.170e-02 8.299e-03 5.510e-03 3.495e-03 2.148e-03 1.292e-03 7.658e-04 4.529e-04 4.264e-04 4.264e-04 4.264e-04 4.264e-04 4.264e-04 4.264e-04 4.264e-04 4.264e-04
5.500e-01 2.618e-53 8.546e-37 1.907e-25 1.138e-17 2.292e-12 9.011e-09 2.326e-06 9.126e-05 9.730e-04 4.212e-03 9.772e-03 1.473e-02 1.648e-02 1.499e-02 1.183e-02 8.452e-03 5.642e-03 3.592e-03 2.213e-03 1.333e-03 7.915e-04 4.685e-04 4.412e-04 4.412e-04 4.412e-04 4.412e-04 4.412e-04 4.412e-04 4.412e-04 4.412e-04
5.600e-01 3.086e-55 4.003e-38 2.320e-26 2.679e-18 8.521e-13 4.593e-09 1.475e-06 6.733e-05 7.970e-04 3.709e-03 9.046e-03 1.412e-02 1.617e-02 1.496e-02 1.194e-02 8.600e-03 5.772e-03 3.689e-03 2.279e-03 1.376e-03 8.175e-04 4.843e-04 4.561e-04 4.561e-04 4.561e-04 4.561e-04 4.561e-04 4.561e-04 4.561e-04 4.561e-04
5.700e-01 3.368e-57 1.777e-39 2.719e-27 6.145e-19 3.110e-13 2.312e-09 9.273e-07 4.936e-05 6.498e-04 3.255e-03 8.354e-03 1.350e-02 1.585e-02 1.491e-02 1.204e-02 8.743e-03 5.901e-03 3.786e-03 2.345e-03 1.418e-03 8.438e-04 5.003e-04 4.712e-04 4.712e-04 4.712e-04 4.712e-04 4.712e-04 4.712e-04 4.712e-04 4.712e-04
5.800e-01 3.402e-59 7.479e-41 3.071e-28 1.373e-19 1.115e-13 1.149e-09 5.777e-07 3.595e-05 5.274e-04 2.847e-03 7.694e-03 1.289e-02 1.551e-02 1.485e-02 1.213e-02 8.880e-03 6.027e-03 3.882e-03 2.411e-03 1.461e-03 8.704e-04 5.165e-04 4.865e-04 4.865e-04 4.865e-04 4.865e-04 4.865e-04 4.865e-04 4.865e-04 4.865e-04
5.900e-01 3.182e-61 2.983e-42 3.341e-29 2.991e-20 3.924e-14 5.638e-10 3.567e-07 2.602e-05 4.260e-04 2.481e-03 7.069e-03 1.228e-02 1.516e-02 1.476e-02 1.220e-02 9.010e-03 6.151e-03 3.978e-03 2.478e-03 1.504e-03 8.972e-04 5.329e-04 5.020e-04 5.020e-04 5.020e-04 5.020e-04 5.020e-04 5.020e-04 5.020e-04 5.020e-04
6.000e-01 2.756e-63 1.128e-43 3.502e-30 6.349e-21 1.357e-14 2.732e-10 2.183e-07 1.871e-05 3.426e-04 2.156e-03 6.479e-03 1.168e-02 1.479e-02 1.466e-02 1.227e-02 9.135e-03 6.273e-03 4.073e-03 2.544e-03 1.547e-03 9.243e-04 5.495e-04 5.177e-04 5.177e-04 5.177e-04 5.177e-04 5.177e-04 5.177e-04 5.177e-04 5.177e-04
6.100e-01 2.210e-65 4.045e-45 3.538e-31 1.313e-21 4.607e-15 1.307e-10 1.324e-07 1.337e-05 2.743e-04 1.867e-03 5.923e-03 1.109e-02 1.441e-02 1.454e-02 1.232e-02 9.254e-03 6.393e-03 4.168e-03 2.611e-03 1.591e-03 9.517e-04 5.663e-04 5.336e-04 5.336e-04 5.336e-04 5.336e-04 5.336e-04 5.336e-04 5.336e-04 5.336e-04
6.200e-01 1.641e-67 1.375e-46 3.445e-32 2.647e-22 1.536e-15 6.174e-11 7.958e-08 9.498e-06 2.186e-04 1.611e-03 5.402e-03 1.051e-02 1.402e-02 1.441e-02 1.236e-02 9.367e-03 6.510e-03 4.262e-03 2.677e-03 1.635e-03 9.793e-04 5.833e-04 5.496e-04 5.496e-04 5.496e-04 5.496e-04 5.496e-04 5.496e-04 5.496e-04 5.496e-04
